Id,Name,ProducerId,Appellation,Country,Region,WineType,PRODUCER_SALESFORCE_ID
6451,"Barolo ""Pira""",708,,Italy,Piemonte,Red wine,a0F1X0000005amjUAA
9688,"Extra Brut Grand Cru ""Avize - Les Chantereines""",2087,,France,Champagne,Sparkling wine,a0F1X0000005ab7UAA
10083,"Cabernet Sauvignon ""Homeland""",3855,,United States,California,Red wine,a0F1X0000005aAZUAY
3211,"Riesling ""Grosser Durst""",2625,,Germany,Pfalz,White wine,a0F1X0000005a9KUAQ
9082,"Magrez ""Tivoli""",158,,France,Bordeaux,Red wine,a0F1X0000005aArUAI
3191,"Barolo Riserva ""Bussia - Vigna Mondoca""",1413,,Italy,Piemonte,Red wine,a0F1X0000005ainUAA
279,Mora Negra,155,,Argentina,Mendoza,Red wine,a0F1X0000005aXRUAY
10402,"Rosé ""Omero Vineyard - Ribbon Ridge""",3599,,United States,Oregon,Rose,a0F1X0000005aizUAA
9253,"Mercurey 1er Cru ""Carline - Clos des Champs Martin""",3554,,France,Burgundy,Red wine,a0F1X0000005aTdUAI
9092,Steen,414,,South Africa,Western Cape,White wine,a0F1X0000005aoZUAQ
10403," Viré-Clessé ""Le Coteau de l'Épinet""",3946,,France,Burgundy,White wine,a0F1X0000005aOuUAI
9520,"Vintage Madeira ""Bual""",524,,Portugal,Madeira,Sweet wine,a0F1X0000005aBBUAY
3263,"Vintage Blanc de Blancs Grand Cru ""Avize""",516,,France,Champagne,Sparkling wine,a0F1X0000005aXnUAI
3261,"Extra Brut 1er Cru ""Le Chemin des Chappes""",1574,,France,Champagne,Sparkling wine,a0F1X0000005aZvUAI
3260,"Extra Brut 1er Cru Blanc de Blancs ""Les Prés Dieu""",1574,,France,Champagne,Sparkling wine,a0F1X0000005aZvUAI
3258,"Riesling Trocken GG ""Halenberg""",1578,,Germany,Nahe,White wine,a0F1X0000005aWQUAY
10084,"Cabernet Sauvignon ""Brothers Ridge""",3856,,United States,California,Red wine,a0F1X0000005amyUAA
3259,"Riesling Trocken GG ""Frühlingsplätzchen""",1578,,Germany,Nahe,White wine,a0F1X0000005aWQUAY
3280,"Brut ""Cuvée Louis""",1583,,France,Champagne,Sparkling wine,a0F1X0000005apNUAQ
9254,"Cabernet Sauvignon ""J. Leducq""",3542,,United States,California,Red wine,a0F1X0000005aWFUAY
3310,"Riesling Spätlese ""Niederberg Helden""",469,,Germany,Mosel,White wine,a0F1X0000005ao5UAA
10086,"Shiraz ""Eight Songs""",3149,,Australia,South Australia,Red wine,a0F1X0000005ajuUAA
10085,Eclipse,3857,,Australia,South Australia,Red wine,a0F1X0000005aidUAA
3309,"Riesling Spätlese ""Juffer Sonnenuhr""",469,,Germany,Mosel,White wine,a0F1X0000005ao5UAA
9087,Campoleone,3482,,Italy,Umbria,Red wine,a0F1X0000005apdUAA
9088,Gabbro,3371,,Italy,Tuscany,Red wine,a0F1X0000005ahqUAA
288,Passion d'Une Vie,158,,France,Languedoc-Roussillon,Red wine,a0F1X0000005aArUAI
9089,Nardo,3371,,Italy,Tuscany,Red wine,a0F1X0000005ahqUAA
9086,"Brunello di Montalcino Riserva ""Soldera""",3481,,Italy,Tuscany,Red wine,a0F1X0000005aDuUAI
3307,"Riesling Spätlese ""Bernkasteler Docter""",1468,,Germany,Mosel,White wine,a0F1X0000005arwUAA
10404,"Nuits-Saint-Georges 1er Cru ""Vieilles Vignes""",466,,France,Burgundy,Red wine,a0F1X0000005aUSUAY
289,Sono Montenidoli,159,,Italy,Tuscany,Red wine,a0F1X0000005ahpUAA
3331,"Gewurztraminer ""Goldert Gueberschwihr""",235,,France,Alsace,White wine,a0F1X0000005aVTUAY
10405,"Nuits-Saint-Georges 1er Cru ""Les Saint Georges""",3347,,France,Burgundy,Red wine,a0F1X0000005aSaUAI
9255,"Priorat ""Joan Giné""",3555,,Spain,Catalonia,Red wine,a0F1X0000005aCNUAY
3408,"Riesling GG ""Dellchen""",1379,,Germany,Nahe,White wine,a0F1X0000005aVoUAI
3407,"Riesling GG ""Felsenberg""",1379,,Germany,Nahe,White wine,a0F1X0000005aVoUAI
3406,"Riesling Spätlese ""Niederhäuser Hermannshöhle""",1379,,Germany,Nahe,White wine,a0F1X0000005aVoUAI
9522,"Ruby Vintage Port ""Crusted Port""",420,,Portugal,Douro,Port,a0F1X0000005aN0UAI
9692,"Vintage ""Cuvée R. Lalou""",3055,,France,Champagne,Sparkling wine,a0F1X0000005aiDUAQ
7357,Brut Blanc de Blancs 1er Cru,2618,,France,Champagne,Sparkling wine,a0F1X0000005aNqUAI
3383,"Chardonnay ""Carneros""",1620,,United States,California,White wine,a0F1X0000005aXvUAI
10087,"Scheurebe Trockenbeerenauslese ""Nummer 4""",3448,,Austria,Burgenland,Sweet wine,a0F1X0000005ad1UAA
296,Toscana Rapace,164,,Italy,Tuscany,Red wine,a0F1X0000005aqSUAQ
335,"Shiraz ""St. Henri""",187,,Australia,South Australia,Red wine,a0F1X0000005ajpUAA
10091,"Shiraz Reserve ""R""",3851,,Australia,South Australia,Red wine,a0F1X0000005acpUAA
71,"Vintage ""Oenotheque Commande Specialé""",1187,,France,Champagne,Sparkling wine,a0F1X0000005aVhUAI
9256,"Ruby Vintage Port ""Quinta dos Malvedos""",301,,Portugal,Douro,Port,a0F1X0000005asTUAQ
6736,"Vintage Blanc de Blancs Grand Cru ""Réserve Sélection""",753,,France,Champagne,Sparkling wine,a0F1X0000005aeMUAQ
311,La Cumbre,174,,Chile,Maipo Valley,Red wine,a0F1X0000005aWfUAI
304,"Pinot Noir ""Mornington Peninsula""",170,,Australia,Victoria,Red wine,a0F1X0000005ajNUAQ
301,Grand Barrail Lamarzelle Figeac,167,,France,Bordeaux,Red wine,a0F1X0000005aI7UAI
9523,Vin de Constance,434,,South Africa,Western Cape,Sweet wine,a0F1X0000005actUAA
303,"Montesodi ""Castello di Nipozzano""",2260,,Italy,Tuscany,Red wine,a0F1X0000005agCUAQ
9867,Barbera d'Asti,565,,Italy,Piemonte,Red wine,a0F1X0000005aNRUAY
314,Chateau Peyroutas,176,,France,Bordeaux,Red wine,a0F1X0000005appUAA
10406,"Morgon ""Javernieres - Les Impénitents""",2731,,France,Beaujolais,Red wine,a0F1X0000005aTgUAI
300,La Confession,2762,,France,Bordeaux,Red wine,a0F1X0000005aIkUAI
73,"Vintage ""P2""",1187,,France,Champagne,Sparkling wine,a0F1X0000005aVhUAI
10426,Côteaux Bourguignons,3954,,France,Burgundy,Red wine,a0F1X0000005aHDUAY
10427,"Savigny-les-Beaune ""Les Goudelettes""",1331,,France,Burgundy,Red wine,a0F1X0000005aP0UAI
10433,"Lirac ""Eric Pfifferling""",3958,,France,Rhone,Red wine,a0F1X0000005aTNUAY
306,Ill Borgo,171,,Italy,Piemonte,Red wine,a0F1X0000005aplUAA
9693,"Nuits-Saints-Georges ""Vieilles Vignes""",1199,,France,Burgundy,Red wine,a0F1X0000005aQCUAY
6454,"Saint Joseph Rouge ""Lieu Dit""",346,,France,Rhone,Red wine,a0F1X0000005aWEUAY
309,Ceppatella,173,,Italy,Tuscany,Red wine,a0F1X0000005aX4UAI
403,Banrock Station Reserve,220,,Australia,South Eastern Australia,Red wine,a0F1X0000005aAHUAY
649,"Volnay 1er Cru ""Les Champans""",380,,France,Burgundy,Red wine,a0F1X0000005aT9UAI
310,"Bolgheri Rosso ""Le Serre Nuove dell'Ornellaia""",2590,,Italy,Tuscany,Red wine,a0F1X0000005aj1UAA
407,"Negroamaro ""Salento""",224,,Italy,Puglia,Red wine,a0F1X0000005ah4UAA
9261,"Cabernet Sauvignon ""Cask 1 - The Nielsen Blend""",3557,,United States,California,Red wine,a0F1X0000005aipUAA
401,Blauer Zweigelt,218,,Austria,Kremstal,Red wine,a0F1X0000005aeQUAQ
673,"Cabernet Sauvignon ""Casa Real""",398,,Chile,Maipo Valley,Red wine,a0F1X0000005aniUAA
677,"Shiraz ""The Dead Arm""",191,,Australia,South Australia,Red wine,a0F1X0000005aO7UAI
419,Yellow Label,192,,Australia,South Australia,Red wine,a0F1X0000005asVUAQ
10407,"Douro Branco ""Vinha de Martim""",1947,,Portugal,Douro,White wine,a0F1X0000005alnUAA
9868,"Barbera del Monferrato ""Vivace""",565,,Italy,Piemonte,Red wine,a0F1X0000005aNRUAY
9257,"Douro ""Il Batuta""",1165,,Portugal,Douro,Red wine,a0F1X0000005aiUUAQ
686,"Amarone della Valpolicella Classico ""Villa Rizzardi""",1316,,Italy,Veneto,Red wine,a0F1X0000005aZqUAI
696,"Chateauneuf-du-Pape ""Val de Dieu""",570,,France,Rhone,Red wine,a0F1X0000005aHQUAY
400,"Dornfelder ""Alfer Burggraf""",217,,Germany,Mosel,Red wine,a0F1X0000005asFUAQ
6456,"Bourgueil ""Le Grand Clos""",2659,,France,Loire,Red wine,a0F1X0000005asZUAQ
661,"Barolo ""Brunate""",389,,Italy,Piemonte,Red wine,a0F1X0000005ahUUAQ
10089,"Shiraz ""Green's Vineyard""",3851,,Australia,South Australia,Red wine,a0F1X0000005acpUAA
10090,"Shiraz Reserve ""M""",3851,,Australia,South Australia,Red wine,a0F1X0000005acpUAA
10092,"Shiraz ""Miracle Hill""",3851,,Australia,South Australia,Red wine,a0F1X0000005acpUAA
373,"Chianti Classico Riserva ""Badia a Passignano""",180,,Italy,Tuscany,Red wine,a0F1X0000005a9ZUAQ
399,"Amarone ""Le Arche""",216,,Italy,Veneto,Red wine,a0F1X0000005ae2UAA
684,"Amarone della Valpolicella Classico ""Cinque Stelle - Collezione Ca del Pipa""",406,,Italy,Veneto,Red wine,a0F1X0000005ahBUAQ
685,"Amarone della Valpolicella Classico ""Villa Vinea""",407,,Italy,Veneto,Red wine,a0F1X0000005aqLUAQ
9524,200 Monges Reserva Especial,3255,,Spain,Rioja,Red wine,a0F1X0000005am6UAA
10408,"Chablis Grand Cru ""Moutonne - Domaine Long-Depaquit""",816,,France,Burgundy,White wine,a0F1X0000005a8fUAA
699,Shiraz,414,,South Africa,Western Cape,Red wine,a0F1X0000005aoZUAQ
409,"Chianti Classico ""Castelgreve""",226,,Italy,Tuscany,Red wine,a0F1X0000005aDzUAI
6458,Chateauneuf-du-Pape Réserve,2712,,France,Rhone,Red wine,a0F1X0000005aQsUAI
703,"Ribera del Duero ""Bagús""",417,,Spain,Castilla y León,Red wine,a0F1X0000005aBUUAY
683,"Shiraz ""Alice's Shiraz""",1266,,Australia,South Australia,Red wine,a0F1X0000005aZfUAI
756,Insignia,440,,United States,California,Red wine,a0F1X0000005acIUAQ
706,"Pinot Gris ""Rotenberg""",235,,France,Alsace,White wine,a0F1X0000005aVTUAY
709,"Riesling ""Turckheim""",235,,France,Alsace,White wine,a0F1X0000005aVTUAY
690,Nordlund,2255,,Denmark,Denmark,Red wine,a0F1X0000005aieUAA
9258,"Brut Blanc de Blancs Grand Cru ""Cuvée de Réserve""",425,,France,Champagne,Sparkling wine,a0F1X0000005akcUAA
733,"Tumara ""Morkel""",432,,South Africa,Western Cape,Red wine,a0F1X0000005aAbUAI
9262,l'Evangile,3558,,France,Bordeaux,Red wine,a0F1X0000005aK6UAI
742,"Pinotage ""Stellenbosch""",432,,South Africa,Western Cape,Red wine,a0F1X0000005aAbUAI
751,"Langhe Nebbiolo ""Sorì San Lorenzo""",147,,Italy,Piemonte,Red wine,a0F1X0000005aYNUAY
9525,"12 Years Old ""Hibiki""",3624,,United States,Beer & Spirits,Others,a0F1X0000005apCUAQ
744,"Barolo ""Bussia Romirasco""",438,,Italy,Piemonte,Red wine,a0F1X0000005al0UAA
9695,Clos de los Siete,3694,,Argentina,Mendoza,Red wine,a0F1X0000005aMhUAI
764,"Malbec ""Fortuna Terrae - Adrianna Vineyard""",445,,Argentina,Mendoza,Red wine,a0F1X0000005aEFUAY
767,"Barbaresco ""Albesani Vigna Santo Stefano""",2220,,Italy,Piemonte,Red wine,a0F1X0000005aWtUAI
730,"Lanson ""Extra Age""",430,,France,Champagne,Sparkling wine,a0F1X0000005addUAA
9259,"Brut Blanc de Blancs ""Hugues de Coulmet""",691,,France,Champagne,Sparkling wine,a0F1X0000005ammUAA
9260,"Rosé ""Chateau Romassan""",3556,,France,Provence,Rose,a0F1X0000005aV5UAI
94,"Vacqueyras ""Cuvée Floureto""",24,,France,Rhone,Red wine,a0F1X0000005aTbUAI
754,"Malbec ""Morkel""",432,,South Africa,Western Cape,Red wine,a0F1X0000005aAbUAI
541,Ruby Vintage Fortified Wine,310,,South Africa,Western Cape,Sweet wine,a0F1X0000005a8yUAA
6459,Clonic,2662,,Spain,Catalonia,Red wine,a0F1X0000005aEYUAY
9696,BriO de Cantenac-Brown,388,,France,Bordeaux,Red wine,a0F1X0000005aFwUAI
10095,Les 1er Ponts,1235,,France,Burgundy,Red wine,a0F1X0000005asbUAA
9263,"Chateauneuf-du-Pape Blanc ""Pure Roussane""",3386,,France,Rhone,White wine,a0F1X0000005aUWUAY
9527,"Brut ""Cuvée Grand Siecle"" ",2549,,France,Champagne,Sparkling wine,a0F1X0000005adwUAA
636,"Volnay 1er Cru ""Clos de La Rougeotte""",452,,France,Burgundy,Red wine,a0F1X0000005aaMUAQ
768,Le Montrachet Grand Cru,2090,,France,Burgundy,White wine,a0F1X0000005aS6UAI
798,"Chambolle-Musigny 1er Cru ""La Combe d'Orveau - Cuvée Ultra""",80,,France,Burgundy,Red wine,a0F1X0000005aUHUAY
9874,Pinot Nero,3756,,Italy,Veneto,Red wine,a0F1X0000005aqJUAQ
3410,"Trockenbeerenauslese ""Neuburger""",3678,,Austria,Burgenland,Sweet wine,a0F1X0000005agMUAQ
10410,Pavillon de Léoville Poyferré,102,,France,Bordeaux,Red wine,a0F1X0000005aJuUAI
9697,"Majuelo del Chivitero ""La Seca""",3695,,Spain,Castilla y León,White wine,a0F1X0000005aawUAA
10415,"Cabernet Sauvignon ""Domaine Eden""",3228,,United States,California,Red wine,a0F1X0000005ai7UAA
10424,"Givry Blanc ""Cuvée Excellence""",3953,,France,Burgundy,White wine,a0F1X0000005aU1UAI
10430,Mandilari,3951,,Greece,Crete,Red wine,a0F1X0000005bvlUAA
3916,Rielsing Spätlese,1837,,Germany,Mosel,White wine,a0F1X0000005aciUAA
9699,"Meursault 1er Cru ""Le Porusot""",2210,,France,Burgundy,White wine,a0F1X0000005aC0UAI
9267,"Brut 1er Cru ""Premium Reserve""",576,,France,Champagne,Sparkling wine,a0F1X0000005aFBUAY
786,"Chassagne-Montrachet Blanc 1er Cru ""Les Chaumées""",457,,France,Burgundy,White wine,a0F1X0000005aSeUAI
10099,"Cotes du Jura ""Entre-Deux""",3858,,France,Jura,White wine,a0F1X0000005aPYUAY
5468,"Vintage Blanc de Blancs Grand Cru ""Cuvée Spéciale - Les Chétillons""",425,,France,Champagne,Sparkling wine,a0F1X0000005akcUAA
823,"Don't throw Plastic in The Ocean, Please",336,,France,Vin de France,Red wine,a0F1X0000005a9EUAQ
820,"Si, c'est rare",336,,France,Vin de France,Red wine,a0F1X0000005a9EUAQ
785,Corton Charlemagne Grand Cru,456,,France,Burgundy,White wine,a0F1X0000005aTxUAI
5058,Clos des Lambrays Grand Cru,2225,,France,Burgundy,Red wine,a0F1X0000005aRLUAY
10413,Croix Canon,3009,,France,Bordeaux,Red wine,a0F1X0000005aFsUAI
10417,Reserve des Princes,3457,,France,Bordeaux,Red wine,a0F1X0000005aCgUAI
10420,"Côtes-de-Provence ""Villars sur Var""",2331,,France,Provence,Red wine,a0F1X0000005aMsUAI
10429,"Cesanese Riserva ""Cirsium""",3956,,Italy,Lazio,Red wine,a0F1X0000005aO1UAI
10432,Liastos apo Romeiko,3951,,Greece,Crete,Sweet wine,a0F1X0000005bvlUAA
4680,Alexandre,2107,,France,Bordeaux,Red wine,a0F1X0000005a8oUAA
6464,"Cornas ""Rennaissance""",2663,,France,Rhone,Red wine,a0F1X0000005aP5UAI
832,"Ribera del Duero ""Silvanus - Edicion Limitada""",474,,Spain,Castilla y León,Red wine,a0F1X0000005aBJUAY
7367,"Malbec ""Catena Alta""",445,,Argentina,Mendoza,Red wine,a0F1X0000005aEFUAY
813,"Riesling Auslese ""Brauneberger Juffer Sonnenuhr""",108,,Germany,Mosel,White wine,a0F1X0000005aYAUAY
6742,"Riesling Grand Cru ""Schlossberg - Cuvée Saint Catherine""",2485,,France,Alsace,White wine,a0F1X0000005aVRUAY
839,Romanée-Saint-Vivant Grand Cru,1756,,France,Burgundy,Red wine,a0F1X0000005aP4UAI
830,Haux,473,,France,Bordeaux,Red wine,a0F1X0000005aGxUAI
415,La mascota,230,,Argentina,Mendoza,Red wine,a0F1X0000005ai5UAA
417,"Cuvée Des Sires De Beaujeu ""Régnié""",231,,France,Beaujolais,Red wine,a0F1X0000005aaeUAA
10412,Les Tourelles Blanc,3948,,France,Bordeaux,White wine,a0F1X0000005aK4UAI
9700,"Bourgogne Blanc ""Cuvée Latour""",123,,France,Burgundy,White wine,a0F1X0000005afHUAQ
849,Chambolle-Musigny 1er Cru,482,,France,Burgundy,Red wine,a0F1X0000005aPyUAI
844,"Musigny Grand Cru ""Cuvée Vieilles Vignes""",482,,France,Burgundy,Red wine,a0F1X0000005aPyUAI
831,"Black Label ""33rd Vintage""",192,,Australia,South Australia,Red wine,a0F1X0000005asVUAQ
414,Grey Label,192,,Australia,South Australia,Red wine,a0F1X0000005asVUAQ
416,Silver Label,192,,Australia,South Australia,Red wine,a0F1X0000005asVUAQ
829,"Bourgogne Hautes-Côtes de Beaune ""Clos de la Perrière""",472,,France,Burgundy,Red wine,a0F1X0000005aUDUAY
413,"Cabernet Franc ""Savian""",229,,Italy,Veneto,Red wine,a0F1X0000005aetUAA
412,"Founder's Original Blend ""The Original Yellow Label""",192,,Australia,South Australia,Red wine,a0F1X0000005asVUAQ
679,Anaperenna,197,,Australia,South Australia,Red wine,a0F1X0000005aAfUAI
421,"Zinfandel ""Old Vine Zin""",234,,United States,California,Red wine,a0F1X0000005aZFUAY
9529,"Vintage Brut ""Cuvée des Enchanteleurs""",1264,,France,Champagne,Sparkling wine,a0F1X0000005aaTUAQ
10414,"Cabernet Sauvignon ""Horse Heaven Hills - Canoe Ridge Estate""",3949,,United States,Washington,Red wine,a0F1X0000005aLqUAI
6472,"Brunello di Montalcino ""Tenuta Greppo""",1486,,Italy,Tuscany,Red wine,a0F1X0000005aB6UAI
10416,Franc Mayne,3354,,France,Bordeaux,Red wine,a0F1X0000005aHxUAI
901,"Barolo ""Ginestra""",511,,Italy,Piemonte,Red wine,a0F1X0000005aOhUAI
423,Plan De Dieu,236,,France,Rhone,Red wine,a0F1X0000005aROUAY
10425,"Givry 1er Cru ""Clos Charlé""",3953,,France,Burgundy,Red wine,a0F1X0000005aU1UAI
428,Ikarus,240,,Germany,Pfalz,Red wine,a0F1X0000005aq9UAA
941,Feudo Maccari,539,,Italy,Sicily,Red wine,a0F1X0000005anMUAQ
934,"Dogliani Superiore ""Vigna Dei Prey""",534,,Italy,Piemonte,Red wine,a0F1X0000005aXiUAI
760,"Petit Verdot ""Morkel""",432,,South Africa,Western Cape,Red wine,a0F1X0000005aAbUAI
912,Aalto PS,385,,Spain,Castilla y León,Red wine,a0F1X0000005a8EUAQ
434,"Rioja ""Cosme Palacio""",245,,Spain,Rioja,Red wine,a0F1X0000005aBdUAI
891,"Pinot Noir ""Cerise Vineyard""",502,,United States,California,Red wine,a0F1X0000005anNUAQ
6470,Saint-Joseph,1387,,France,Rhone,Red wine,a0F1X0000005aSxUAI
6471,"Saint-Joseph ""Offerus""",1387,,France,Rhone,Red wine,a0F1X0000005aSxUAI
7156,Peau Rouge,1662,,France,Languedoc-Roussillon,Red wine,a0F1X0000005amRUAQ
432,"Rosso ""Piva""",241,,Italy,Piemonte,Red wine,a0F1X0000005aDtUAI
431,Moulin,243,,France,South West France,Red wine,a0F1X0000005aRvUAI
913,"Saint-Drezery ""Tête de Bélier""",1907,,France,Languedoc-Roussillon,Red wine,a0F1X0000005aLFUAY
911,"Côtes du Roussillon Villages ""Occultum Lapidem - Domaine de Bila-Haut""",375,,France,Languedoc-Roussillon,Red wine,a0F1X0000005agzUAA
890,Le Petit Haut Lafitte,485,,France,Bordeaux,Red wine,a0F1X0000005aLnUAI
7158,"Chateauneuf-du-Pape ""XV""",337,,France,Rhone,Red wine,a0F1X0000005asXUAQ
935,"Bolgheri Superiore ""Guado al Tasso""",180,,Italy,Tuscany,Red wine,a0F1X0000005a9ZUAQ
942,Patache d'Aux,1036,,France,Bordeaux,Red wine,a0F1X0000005aKsUAI
6468,"Barolo ""Monvigliero""",2666,,Italy,Piemonte,Red wine,a0F1X0000005aXzUAI
914,"Cote-Rotie ""La Sarrasine""",521,,France,Rhone,Red wine,a0F1X0000005aQDUAY
915,"Friolaro Reserva ""Il Fondatore""",522,,Italy,Veneto,Red wine,a0F1X0000005aNJUAY
918,Taccalite Tiburzi,525,,Italy,Umbria,Red wine,a0F1X0000005aqAUAQ
9702,"Chardonnay ""The Meadows Vineyard""",1677,,United States,California,White wine,a0F1X0000005arkUAA
916,"Dunn Cabernet Sauvignon ""Howell Mountain""",523,,United States,California,Red wine,a0F1X0000005aW7UAI
984,"Barolo ""Sottocastello di Novello""",562,,Italy,Piemonte,Red wine,a0F1X0000005aeEUAQ
6746,"Brut Grand Cru ""Shaman 12""",2529,,France,Champagne,Sparkling wine,a0F1X0000005agHUAQ
7161,Douro Doc,1663,,Portugal,Douro,Red wine,a0F1X0000005aleUAA
910,Gravet Renaissance,519,,France,Bordeaux,Red wine,a0F1X0000005aIDUAY
871,"Vintage Blanc de Blanc ""Le Mesnil""",493,,France,Champagne,Sparkling wine,a0F1X0000005anPUAQ
10418,La Croix St. Vincent,3950,,France,Bordeaux,Red wine,a0F1X0000005aIqUAI
9706,"Puligny-Montrachet 1er Cru ""Les Demoiselles""",3700,,France,Burgundy,White wine,a0F1X0000005ahAUAQ
10422,Sancerre Rouge,3952,,France,Loire,Red wine,a0F1X0000005aQWUAY
920,"Rosso ""Ruit Hora""",527,,Italy,Tuscany,Red wine,a0F1X0000005aCXUAY
1010,"Brunello di Montalcino ""L'Orciaia""",25,,Italy,Tuscany,Red wine,a0F1X0000005a9jUAA
10100,"Solitario ""Le Guaite di Noemi""",941,,Italy,Veneto,Red wine,a0F1X0000005aZ9UAI
946,"Bolgheri Superiore ""Guado al Tasso - Il Bruciato""",180,,Italy,Tuscany,Red wine,a0F1X0000005a9ZUAQ
437,Bourdeaux Superieur ,248,,France,Bordeaux,Red wine,a0F1X0000005aL4UAI
980,Maronea,560,,Italy,Tuscany,Red wine,a0F1X0000005aX1UAI
1026,"Brunello di Montalcino ""Tenuta Nuova""",404,,Italy,Tuscany,Red wine,a0F1X0000005aDeUAI
1076,"Coteaux du Languedoc ""Aalenien""",615,,France,Languedoc-Roussillon,Red wine,a0F1X0000005aRBUAY
1025,"Crozes-Hermitage ""L' Insoumise""",584,,France,Rhone,Red wine,a0F1X0000005aeBUAQ
9532,"Grand-Puy-Lacoste ""Saint Guirons""",2585,,France,Bordeaux,Red wine,a0F1X0000005aIBUAY
1068,"Côtes du Roussillon Villages ""Vieilles Vignes""",603,,France,Languedoc-Roussillon,Red wine,a0F1X0000005aSJUAY
10101,"Tisbe ""Le Guaite di Noemi""",941,,Italy,Veneto,Red wine,a0F1X0000005aZ9UAI
1067,Pinot Grigio,602,,Italy,Friuli-Venezia Giulia,Red wine,a0F1X0000005aO8UAI
1077,"Coteaux du Languedoc ""S'""",615,,France,Languedoc-Roussillon,Red wine,a0F1X0000005aRBUAY
10103,La Réserve de Léoville Barton,1078,,France,Bordeaux,Red wine,a0F1X0000005aJsUAI
1066,l'Enclos,601,,France,Bordeaux,Red wine,a0F1X0000005aJrUAI
6750,"Vintage 1er Cru ""Cuvée Micheline Tanneux""",1577,,France,Champagne,Sparkling wine,a0F1X0000005aFGUAY
440,"Chateauneuf-du-Pape ""Cuvée des Deux Soeurs""",250,,France,Rhone,Red wine,a0F1X0000005aVKUAY
9703,"Barbaresco ""Corrado Meinardi""",3698,,Italy,Piemonte,Red wine,a0F1X0000005aaqUAA
10423,"Sancerre ""Cuvée Prestige""",3952,,France,Loire,White wine,a0F1X0000005aQWUAY
1029,"Grangiovese ""Sesti""",25,,Italy,Tuscany,Red wine,a0F1X0000005a9jUAA
9704,"Chablis 1er Cru ""Montmains - Vieilles Vignes""",3699,,France,Burgundy,White wine,a0F1X0000005akOUAQ
7168,"Chateauneuf-du-Pape ""Chante le Merle - Vieilles Vignes""",2922,,France,Rhone,Red wine,a0F1X0000005aPTUAY
1036,"Côtes Catalanes ""El Sarrat""",590,,France,Vin de Pays,Red wine,a0F1X0000005aglUAA
7167,"Chateauneuf-du-Pape ""Cuvée de mon Aïeul""",12,,France,Rhone,Red wine,a0F1X0000005aUOUAY
921,La Pujade,528,,France,Languedoc-Roussillon,Red wine,a0F1X0000005aHYUAY
1012,"Brunello di Montalcino ""Vigna Loreto""",580,,Italy,Tuscany,Red wine,a0F1X0000005agkUAA
438,Gressier Grand Poujeaux,1115,,France,Bordeaux,Red wine,a0F1X0000005aG8UAI
7170,Grand Corbin-Despagne,2924,,France,Bordeaux,Red wine,a0F1X0000005aI8UAI
10428,"Saint-Pourcain ""Les Deux Clochers""",3955,,France,Loire,Red wine,a0F1X0000005aqXUAQ
1116,"Evoluzione ""1 di Tre""",635,,Italy,Tuscany,Red wine,a0F1X0000005aAGUAY
6766,Sauvigonon Gris,2770,,Bulgaria,Bulgaria,White wine,a0F1X0000005a8OUAQ
927,"Riesling Spätlese ""Zeltinger Sonnenuhr""",531,,Germany,Mosel,White wine,a0F1X0000005agNUAQ
7388,Bâtard-Montrachet Grand Cru,1168,,France,Burgundy,White wine,a0F1X0000005aTWUAY
926,"Riesling Trocken ""Eierfels""",1945,,Germany,Nahe,White wine,a0F1X0000005aOiUAI
924,"Riesling Trocken ""Wintricher""",111,,Germany,Mosel,White wine,a0F1X0000005acQUAQ
7174,La Tour Carnet,2925,,France,Bordeaux,Red wine,a0F1X0000005aJfUAI
1113,"Rosso ""Pithos""",634,,Italy,Sicily,Red wine,a0F1X0000005aNYUAY
1082,"Gres de Montpellier ""Trinitas""",615,,France,Languedoc-Roussillon,Red wine,a0F1X0000005aRBUAY
447,Fourcas Hosten,255,,France,Bordeaux,Red wine,a0F1X0000005aHvUAI
928,"Riesling Trocken ""Hohen-Sülzen""",532,,Germany,Rheinhessen,White wine,a0F1X0000005aAWUAY
6756,"Brut ""Tête de Cuveé""",2767,,France,Loire,Sparkling wine,a0F1X0000005aEOUAY
1117,Maranges,636,,France,Burgundy,Red wine,a0F1X0000005aQ9UAI
3456,Bianco,1655,,Italy,Tuscany,White wine,a0F1X0000005adXUAQ
3458,"Chardonnay ""Carles Mora""",1657,,Spain,Catalonia,White wine,a0F1X0000005aMwUAI
9272,"Ruby Vintage Port ""Quinta da Cavadinha""",3364,,Portugal,Douro,Port,a0F1X0000005armUAA
9534,"Nero d'Avola ""Contrada""",634,,Italy,Sicily,Red wine,a0F1X0000005aNYUAY
3423,"Montlouis ""Premier Rendez-vous""",1639,,France,Loire,White wine,a0F1X0000005aerUAA
10105,Mesnil sur Oger,1487,,France,Champagne,Sparkling wine,a0F1X0000005aOOUAY
6484,"Rosso ""33""",2669,,Italy,Tuscany,Red wine,a0F1X0000005aDxUAI
3430,Pernand-Vergelesses,1643,,France,Burgundy,White wine,a0F1X0000005aWxUAI
6759,"Muscadet Sevre et Maine ""Taurus""",42,,France,Loire,White wine,a0F1X0000005aQwUAI
6760,"Muscadet Sevre et Maine ""Gneiss""",42,,France,Loire,White wine,a0F1X0000005aQwUAI
10431,"Tokaji Aszù ""La Maison Jaune""",3957,,Hungary,Tokaj,Sweet wine,a0F1X0000005anpUAA
