Id	Name	ProducerId	Appellation	Country	Region	WineType
6298	Rosenberg 'Gewurztraminer'	2624		France	Alsace	White wine
2173	Mayne-Vieil	1134		France	Bordeaux	Red wine
1992	Pinot Noir "Coteaux de Remich"	1031		Luxembourg	Luxembourg	Red wine
7574	Barolo "Boscareto"	1060		Italy	Piemonte	Red wine
7148	Saumur Champigny "Sortir du Bois"	2914		France	Loire	Red wine
6949	Rosso "Qvevri"	623		Italy	Sicily	Red wine
8067	Barbaresco "Sanadaive"	3209		Italy	Piemonte	Red wine
8658	Chianti Classico Riserva "Doccio a Matteo"	3367		Italy	Tuscany	Red wine
5839	Cote Rosé	2462		France	Languedoc-Roussillon	Rose
7805	Brunello di Montalcino "Pieve Santa Restituta Rennina"	147		Italy	Tuscany	Red wine
7150	Spätburgunder "Rosenberg"	2915		Germany	Rheinhessen	Red wine
232	Riesling Spätlese "Schubertslay"	111		Germany	Mosel	White wine
7786	Extra Brut 1er Cru "l'Accomplie"	1344		France	Champagne	Sparkling wine
7858	Cotes du Rhone "Family Reserve - Sèguret"	3127		France	Rhone	Red wine
4513	Ruby Vintage Port "Quinta de Terra Feita"	309		Portugal	Douro	Port
3209	Barbera Superiore	1551		Italy	Piemonte	Red wine
6259	Brut "Reserve Blanche"	2020		France	Champagne	Sparkling wine
10254	Poulsard	3409		France	Jura	Red wine
10249	Pinot Noir "Steinmetz und Hermann"	1944		Germany	Mosel	Red wine
813	Riesling Auslese "Brauneberger Juffer Sonnenuhr"	108		Germany	Mosel	White wine
6267	Syrah "Touche"	2170		United States	California	Red wine
8799	Riesling Trocken GG "Forster Ungeheuer"	2218		Germany	Pfalz	White wine
10002	Poilly-Fuisse "Les Crays"	3813		France	Burgundy	White wine
9820	Ribolla	1562		Italy	Friuli-Venezia Giulia	White wine
3137	Vina Almate "La Olmera"	1503		Spain	Castilla y León	Red wine
6753	Morey-St-Denis 1er Cru "Les Ruchots"	1246		France	Burgundy	Red wine
8936	Extra Brut Blanc de Blancs Grand Cru "Terroirs"	3372		France	Champagne	Sparkling wine
9070	Ruby Vintage Port "Port of the 1952 Vintage"	1165		Portugal	Douro	Port
10482	Brut "Ombra"	3977		Italy	Lombardy	Sparkling wine
980	Maronea	560		Italy	Tuscany	Red wine
6273	Syrah "17th nail in my cranium"	2170		United States	California	Red wine
2124	La Tour du Pin Figeac	1107		France	Bordeaux	Red wine
8632	Ruby Reserve Port "Den Kongelige Livgardes Port"	3364		Portugal	Douro	Port
5934	Merlot "Obelisco"	2503		Italy	Friuli-Venezia Giulia	Red wine
4438	Sursis 	2139		France	Jura	White wine
564	Vinho Tinto "Premium"	316		Spain	Aragon	Red wine
4177	Vouvray Moelleux Premiere Trie "Clos du Bourg"	897		France	Loire	White wine
5685	Fumé de Pouilly Blanc "Silex"	2404		France	Loire	White wine
1255	Brut "Le Clos l'Abbé"	699		France	Champagne	Sparkling wine
10399	Chassagne-Montrachet 1er Cru "Les Champs Gains"	3945		France	Burgundy	White wine
7669	Isola dei Nuraghi "Turriga"	3040		Italy	Sardinia	Red wine
5388	San Leonardo	2334		Italy	Veneto	Red wine
9938	Crémant d'Alsace Brut	259		France	Alsace	Sparkling wine
9911	le Page Blanc	3254		France	Provence	White wine
9279	The Gem	1979		South Africa	Western Cape	Red wine
10312	Pommard 1er Cru "Les Pézerolles"	1221		France	Burgundy	Red wine
7832	Nuits-Saint-Georges 1er Cru "Les Pruliers"	896		France	Burgundy	Red wine
9441	Saint-Romain Blanc	3610		France	Burgundy	White wine
289	Sono Montenidoli	159		Italy	Tuscany	Red wine
9515	Saint-Joseph "L'Amarybelle"	3622		France	Rhone	Red wine
3707	Bélair-Monange	1743		France	Bordeaux	Red wine
8932	Riesling Trocken "Steingrube"	3429		Germany	Rheinhessen	White wine
2594	Chevalier Rouge	1321		France	Bordeaux	Red wine
5040	Morey-Saint-Denis 1er Cru	1356		France	Burgundy	Red wine
4593	Riesling "Charta"	2075		Germany	Rheingau	White wine
4265	Côte de Nuits-Villages "Mosaic"	849		France	Burgundy	Red wine
5688	The Lark	2406		United States	California	Red wine
345	Shiraz Old Vine "Filsell"	196		Australia	South Australia	Red wine
238	Terra di Siena "Sesti"	25		Italy	Tuscany	Red wine
10376	Brunello di Montalcino Riserva "Vigna Manapetra"	3939		Italy	Tuscany	Red wine
4641	Meursault 1er Cru "Perrières"	265		France	Burgundy	White wine
3067	Riesling "Comtes d'Éguisheim"	259		France	Alsace	White wine
1560	Fleurie "Clos De La Grand Cour"	3646		France	Burgundy	Red wine
10209	Amarone della Valpolicella Classico Superiore	1129		Italy	Veneto	Red wine
394	Pinot Noir "Cookoothama"	213		Australia	Victoria	Red wine
4145	Riesling Spätlese "Kupp"	1927		Germany	Mosel	White wine
2178	D'Angludet	1137		France	Bordeaux	Red wine
9628	Rully Blanc	3661		France	Burgundy	White wine
4247	Haut-Bergey	10		France	Bordeaux	Red wine
4200	Riesling Trocken "Frühtau"	1578		Germany	Nahe	White wine
4775	La Bestia	2156		Spain	Murcia	Red wine
8336	Sauternes	2476		France	Sauternes	Sweet wine
4033	Bourgogne Vézelay "Le nez de Muse"	1888		France	Burgundy	White wine
3201	Bandol "La Migoua"	2642		France	Provence	Red wine
2798	White Port Reserva	1208		Portugal	Douro	Port
6146	Zantho - Blaufrankisch	2573		Austria	Burgenland	Red wine
7059	Chassagne-Montrachet 1er Cru Blanc "Boudriotte"	1231		France	Burgundy	White wine
9393	Volnay 1er Cru "Chevret"	370		France	Burgundy	Red wine
3442	Chianti Classico Riserva "Vigna del Sorbo"	1204		Italy	Tuscany	Red wine
4148	Priorat "Masos d'en Cubells"	2050		Spain	Catalonia	Red wine
9290	Cabernet Sauvignon "Infinity"	3557		United States	California	Red wine
2490	Vintage Rosé "Le Champ du Clos"	1277		France	Champagne	Sparkling wine
7507	Vintage "Mémoire du XX Siècle"	756		France	Champagne	Sparkling wine
2044	Tailhas	3725		France	Bordeaux	Red wine
2992	Cabernet Sauvignon "Los Vascos"	3467		Chile	Colchagua Valley	Red wine
5197	Côte-Rôtie "Maison Rouge"	1355		France	Rhone	Red wine
8899	Barbaresco Riserva "Ovello"	578		Italy	Piemonte	Red wine
2036	B de Belair	1052		France	Bordeaux	Red wine
7184	Tempranillo "Fortius"	2928		Spain	Navarra	Red wine
1706	Barbera d'Alba "Pochi Filagn"	858		Italy	Piemonte	Red wine
8089	Mazys-Chambertin Grand Cru "Vieilles Vignes"	2153		France	Burgundy	Red wine
6997	Barolo "Neirane"	2872		Italy	Piemonte	Red wine
9273	Ruby Vintage Port "Extra Selected"	268		Portugal	Douro	Port
3290	Dule	1587		Italy	Sardinia	Red wine
8780	Moulin-à-Vent "Les Vieilles Vignes"	3400		France	Burgundy	Red wine
7905	Inferno	3150		Italy	Lombardy	Red wine
1743	Côtes-du-Rhône "La Sagesse"	902		France	Rhone	Red wine
1231	Grand-Puy Ducasse 	693		France	Bordeaux	Red wine
9260	Rosé "Chateau Romassan"	3556		France	Provence	Rose
4071	Côte-Rôtie "La Turque"	346		France	Rhone	Red wine
6339	Cabernet Sauvignon "Red Rock Terrace"	2640		United States	California	Red wine
643	Petresco	378		Italy	Tuscany	Red wine
5062	Volnay 1er Cru "Cailleret"	370		France	Burgundy	Red wine
5510	Riesling Kabinett "Brauneberger"	108		Germany	Mosel	White wine
910	Gravet Renaissance	519		France	Bordeaux	Red wine
8018	Joschuari	3190		Austria	Burgenland	Red wine
421	Zinfandel "Old Vine Zin"	234		United States	California	Red wine
9783	Grenache "Five Shooter"	2170		United States	California	Red wine
10055	Curriculum Vitae	3836		Portugal	Douro	Red wine
5554	Muscat "Goldert"	235		France	Alsace	White wine
2369	Saint-Aubin 1er Cru "En Remilly"	1217		France	Burgundy	White wine
9455	Saint-Aubin Rouge 1er Cru "Derrière chez Edouard - Vieilles Vignes"	457		France	Burgundy	Red wine
5897	Beaune Aux Gras 1er Cru	2385		France	Burgundy	Red wine
7418	Magdelaine	168		France	Bordeaux	Red wine
7243	Blaufränkisch	2574		Austria	Burgenland	Red wine
9819	Muscadet Granit "Les Perrières"	3746		France	Loire	Sweet wine
9483	Langhe Rosso "Arte"	1148		Italy	Piemonte	Red wine
8308	Côte-Rôtie "Ampodium"	2760		France	Rhone	Red wine
5400	Vol de Nuit	2036		France	Languedoc-Roussillon	Red wine
3681	Gigondas "Origine"	1732		France	Rhone	Red wine
5713	Bordeaux Superiore "Schroeder & Schyler"	2410		France	Bordeaux	Red wine
8490	Zinfandel "Vintner's Reserve"	3310		United States	California	Red wine
3081	Chianti Classico Gran Selezione "Vigna Del Sorbo"	1204		Italy	Tuscany	Red wine
7562	Perigeo	3016		Italy	Emilia-Romagna	Red wine
3970	Bourgogne "Hautes Côtes de Beaune"	1859		France	Burgundy	Red wine
3134	Tros de Clos "Old Dog"	1513		Spain	Catalonia	Red wine
9567	Brunello di Montalcino "Ugolaia"	2691		Italy	Tuscany	Red wine
2853	Vinha Mae	1402		Portugal	Estremadura-Lisboa	Red wine
5813	Chateauneuf-du-Pape Rouge "Clos de L'Oratoire des Papes"	295		France	Rhone	Red wine
935	Bolgheri Superiore "Guado al Tasso"	180		Italy	Tuscany	Red wine
4916	Fonbel	2201		France	Bordeaux	Red wine
8806	Roero "Bricco Medica"	3414		Italy	Piemonte	Red wine
6045	Chardonnay "Ronco Basso"	2540		Italy	Friuli-Venezia Giulia	White wine
4044	Chambertin	1893		France	Burgundy	Red wine
8572	Vintage Blanc de Blancs Grand Cru "Special Club"	761		France	Champagne	Sparkling wine
8981	Vintage "Triuvirat - Grande Cuvée"	3456		Germany	Rheinhessen	Sparkling wine
5914	Domaine de Cambes	702		France	Bordeaux	Red wine
7682	Merlot "Contarini"	3043		Croatia	Istria	Red wine
8819	Cuvée Saint-Gilloise	2341		United States	Beer & Spirits	Others
9175	Cava "de Nit"	3514		Spain	Catalonia	Sparkling wine
6447	Alghero "Marchese di Villamarina"	2658		Italy	Sardinia	Red wine
9801	Comtes de Tastes	3739		France	Bordeaux	Red wine
9263	Chateauneuf-du-Pape Blanc "Pure Roussane"	3386		France	Rhone	White wine
8591	Bourgogne "La Combe"	3351		France	Burgundy	White wine
3930	Barolo Riserva "Prapò"	376		Italy	Piemonte	Red wine
2720	Vosne-Romanée "Les Barreaux"	1227		France	Burgundy	Red wine
8503	Extra Brut "Consecha Especial"	3316		Argentina	Mendoza	Sparkling wine
9506	Lafleur-Gazin	3621		France	Bordeaux	Red wine
8508	Beaune 1er Cru "Belissand"	3320		France	Burgundy	Red wine
7801	Brunello di Montalcino "Poggio Sant'Arna"	994		Italy	Tuscany	Red wine
8385	Vintage Blanc de Blancs "La Haute Lemblé"	1417		France	Champagne	Sparkling wine
7852	Chateauneuf-du-Pape "Le Grand Pin"	3125		France	Rhone	Red wine
5381	Syrah "Villars sur Var"	2331		France	Provence	Red wine
7618	Chianti Classico Gran Selezione	1143		Italy	Tuscany	Red wine
4664	Douro Reserva	2094		Portugal	Douro	Red wine
3950	Boggin Anfora	1851		Italy	Tuscany	Red wine
9968	Canon-la-Gaffeliere	3799		France	Bordeaux	Red wine
1757	Les Graviers	2139		France	Jura	White wine
7950	Riesling "Late Harvest"	3167		Australia	South Australia	Sweet wine
274	Barbaresco "Coparossa"	150		Italy	Piemonte	Red wine
9834	Vintage Blanc de Blancs Grand Cru Réserve	1636		France	Champagne	Sparkling wine
8269	Fumé de Pouilly Blanc "Pur Sang"	2404		France	Loire	White wine
9675	Pommard 1er Cru "Clos De La Commaraine"	265		France	Burgundy	Red wine
7305	Les Forts de Latour	201		France	Bordeaux	Red wine
2955	Sancerre "Silex Galinot"	1440		France	Loire	White wine
10442	Clos-Saint-Denis Grand Cru	1351		France	Burgundy	Red wine
9616	Fitou "Noblesse du Temps"	3649		France	Languedoc-Roussillon	Red wine
2335	Cabernet Sauvignon "Artemis"	1198		United States	California	Red wine
9201	Tokay-Pinot Gris Réserve	259		France	Alsace	White wine
811	Riesling Spätlese "Brauneberger Juffer Sonnenuhr"	108		Germany	Mosel	White wine
5270	Chablis 1er Cru "Butteaux"	2275		France	Burgundy	White wine
701	Solera Especial "Dry Sack Oloroso - 15 years"	415		Spain	Andalucia	Sweet wine
7610	Gevrey Chambertin "Clos Tamisot"	464		France	Burgundy	Red wine
10321	Rosso di Toscana "Anteo"	994		Italy	Tuscany	Red wine
8121	Pinot Noir "Dundee Hills"	3229		United States	Oregon	Red wine
10074	Shiraz "Oracle"	3851		Australia	South Australia	Red wine
266	Rosso "Castello di Fonterutoli"	143		Italy	Tuscany	Red wine
8065	Barolo Riserva "Perno"	766		Italy	Piemonte	Red wine
968	Chateauneuf-du-Pape "Signature"	812		France	Rhone	Red wine
4754	Blanc "Selma de Nin - La Sinia"	2148		Spain	Catalonia	White wine
1187	Barolo "Tenuta Arnulfo"	673		Italy	Piemonte	Red wine
1244	Palomino "Christina - Medium"	614		Spain	Andalucia	Sweet wine
1026	Brunello di Montalcino "Tenuta Nuova"	404		Italy	Tuscany	Red wine
7118	Pape Clément Blanc	1393		France	Bordeaux	White wine
914	Cote-Rotie "La Sarrasine"	521		France	Rhone	Red wine
10010	Coteaux du Languedoc Rouge	3818		France	Languedoc-Roussillon	Red wine
9102	Brunello di Montalcino Riserva "Madonna del Piano"	1285		Italy	Tuscany	Red wine
9204	Gewurtztraminer "Glintzberg"	3530		France	Alsace	White wine
9678	Pinot Noir "Empreinte"	3691		France	Alsace	Red wine
5355	San Vicente	2318		Spain	Rioja	Red wine
9156	Chateauneuf-du-Pape "Grenache"	12		France	Rhone	Red wine
1944	Barbaresco Riserva "Montestefano"	578		Italy	Piemonte	Red wine
336	Bin 95 "Grange"	187		Australia	South Australia	Red wine
410	Rosé "Pierrevert"	227		France	Provence	Rose
3005	Saboteur	1460		South Africa	Western Cape	Red wine
9202	Riesling Kabinett "Graacher Domprobst"	1286		Germany	Mosel	White wine
6616	Viñas de Gain	39		Spain	Rioja	Red wine
6324	Cos Labouy	2633		France	Bordeaux	Red wine
2733	Bourgogne "Cuvée Halinard"	1360		France	Burgundy	Red wine
9147	Chateauneuf-du-Pape "Télégramme"	1245		France	Rhone	Red wine
4463	Meursault "À Mon Plaisir - Clos du Haut Tesson"	2041		France	Burgundy	White wine
1426	Troplong Mondot	771	St Emilion	France	Bordeaux	Red wine
9924	Muscat Petits Grains	3770		France	Vin de Pays	White wine
7202	Leyssac	2933		France	Bordeaux	Red wine
3373	Langhe Rosso "Nei Sori"	534		Italy	Piemonte	Red wine
9207	Enclos des Anges Rouge	3531		France	Corsica	Red wine
7995	Vintage Extra Brut "Cepages Blancs"	600		France	Champagne	Sparkling wine
9774	Red Blend "Cariad"	2647		United States	California	Red wine
8450	Vintage Blanc de Noirs Extra Brut Grand Cru	3292		France	Champagne	Sparkling wine
7977	Les Griffons de Pichon Baron	3174		France	Bordeaux	Red wine
10390	Siran	3943		France	Bordeaux	Red wine
3122	Etna Rosso "Vigo"	1512		Italy	Sicily	Red wine
5970	Garnacha "Rozas Primer"	41		Spain	Madrid	Red wine
1718	Domaine du Coulet Noires Cornas	891		France	Rhone	Red wine
7437	CBS	2994		United States	Beer & Spirits	Others
498	Bellevue	289		France	Bordeaux	Red wine
191	Amarone della Valpolicella "Cadis la Collezione"	84		Italy	Veneto	Red wine
458	Gewürztraminer Grand Cru "Clos Gaensbroennel - Réserve Exceptionelle"	262		France	Alsace	White wine
9149	Spätburgunder SC "Lahrer Kronenbühl"	3505		Germany	Baden	Red wine
3383	Chardonnay "Carneros"	1620		United States	California	White wine
4765	Gevrey-Chambertin "Les Echezeaux - Vieilles Vignes"	2153		France	Burgundy	Red wine
8228	Chateauneuf-du-Pape "Vieux Terron"	3233		France	Rhone	Red wine
122	Ange	42		France	Loire	Red wine
7508	Vintage "Cuvée Commodore"	3006		France	Champagne	Sparkling wine
419	Yellow Label	192		Australia	South Australia	Red wine
1855	Ruby Vintage Port "Quinta do Bomfim"	959		Portugal	Douro	Port
8287	Barbera d'Asti "Nuj Suj"	1529		Italy	Piemonte	Red wine
5162	Red Blend "Clos de Betz"	1815		United States	Washington	Red wine
9627	Corbières Rouge	3660		France	Languedoc-Roussillon	Red wine
220	Riesling Trocken GG "Bastei"	103		Germany	Nahe	White wine
8533	Brut "Cuvée de Réserve"	3339		France	Champagne	Sparkling wine
9725	Rosso "Unguercio"	3709		Italy	Tuscany	Red wine
1744	Barbaresco Riserva "Alivio"	903		Italy	Piemonte	Red wine
6456	Bourgueil "Le Grand Clos"	2659		France	Loire	Red wine
9217	Riesling Trocken GG "Brauneberger Juffer" 	108		Germany	Mosel	White wine
1063	Riesling Auslese "Scharzhofberger"	654		Germany	Mosel	White wine
8032	Côtes du Jura Rouge "Cuvée de l'Enfant Terrible"	1275		France	Jura	Red wine
7416	Pinot Noir "Louise Vineyard"	2989		United States	Oregon	Red wine
2183	Chassagne Montrachet 1er Cru "Les Embazées"	3893		France	Burgundy	White wine
4616	Pinela	2085		Slovenia	Primorski	White wine
346	Shiraz "Magill Estate"	187		Australia	South Australia	Red wine
897	Priorat "Artigas"	508		Spain	Catalonia	Red wine
7151	Riesling "Coeur de Bild"	2164		France	Alsace	White wine
4854	Clos Saint-Denis Grand Cru	874		France	Burgundy	Red wine
5362	Alonso del Yerro "María"	1865		Spain	Castilla y León	Red wine
414	Grey Label	192		Australia	South Australia	Red wine
2408	Barolo "Carobric"	1236		Italy	Piemonte	Red wine
3562	Cannubi	1687		Italy	Piemonte	Red wine
10343	Proprietor's Blend	1978		South Africa	Western Cape	Red wine
1468	Vintage Blanc de Blancs Grand Cru "Le Mesnil Sur Oger"	788		France	Champagne	Sparkling wine
3526	Les Chênes Reuilly Sauvignon	1673		France	Loire	White wine
3801	Gewurtztraminer VT "Hélios"	1752		France	Alsace	White wine
8016	Riesling Spätlese "Enkircher Ellergrub"	617		Germany	Mosel	Sweet wine
10406	Morgon "Javernieres - Les Impénitents"	2731		France	Beaujolais	Red wine
3728	Riesling "Jubilee Hugel"	261		France	Alsace	White wine
8017	NJK "Nagy Eged Grand Cru"	3189		Hungary	Eger	Red wine
6994	Etna Rosso "Allegracore"	1512		Italy	Sicily	Red wine
7717	Bianco "SP68"	2852		Italy	Sicily	White wine
1341	Chianti Classico Riserva "Villa Antinori"	180		Italy	Tuscany	Red wine
110	Moulin de Pez	34		France	Bordeaux	Red wine
2851	Douro	1947		Portugal	Douro	Red wine
9578	Chateauneuf-du-Pape Blanc "Roussanne - Vieilles Vignes"	1082		France	Rhone	White wine
519	Brunello di Montalcino "Greppone Mazzi"	1569		Italy	Tuscany	Red wine
905	Champagne Barons De Rothschild	3736		France	Champagne	Sparkling wine
2971	Sauvignon Blanc "Waka"	1445		New Zealand	Marlborough	White wine
4158	Kirsebær Vin "Nielstrup Mark"	1933		Denmark	Denmark	Sweet wine
2957	Le Puy "Cuvée Emilien"	1257		France	Bordeaux	Red wine
2623	Vintage Grand Cru "Les Chétillons"	691		France	Champagne	Sparkling wine
1678	Volnay 1er Cru "Les Santenots du Milieu"	869		France	Burgundy	Red wine
547	Muscat de Beaumes de Venise	312		France	Rhone	Sweet wine
7709	Mephisto	42		France	Vin de France	Red wine
9806	Mathilde	3740		France	Bordeaux	Red wine
5600	Chablis 1er Cru "La Forest"	1389		France	Burgundy	White wine
8766	Menetou-Salon "Éxilé"	1639		France	Loire	Red wine
4611	Le Cupole	115		Italy	Tuscany	Red wine
4394	Etna Rosso "Nerello Mascalese"	2008		Italy	Sicily	Red wine
6236	Barbera d'Alba "Aves"	829		Italy	Piemonte	Red wine
10229	Vouvray Demi-Sec "Le Mont"	897		France	Loire	White wine
2133	Girard Tiffray	1112		France	Bordeaux	Red wine
8510	Bordeaux Superieur "Vieilles Vignes"	3321		France	Bordeaux	Red wine
430	Savennières	242		France	Loire	White wine
10083	Cabernet Sauvignon "Homeland"	3855		United States	California	Red wine
10200	Pinot Gris "Heimbourg"	235		France	Alsace	White wine
9170	Brut "Grande Réserve"	1328		France	Champagne	Sparkling wine
4643	Chassagne-Montrachet 1er Cru "Clos Saint Jean"	2089		France	Burgundy	White wine
4807	Art	2166		Spain	Castilla y León	Red wine
2340	Vintage Grand Cru "Vieille Vigne du Levant"	676		France	Champagne	Sparkling wine
279	Mora Negra	155		Argentina	Mendoza	Red wine
6277	Syrah "Five Shooter"	2170		United States	California	Red wine
1871	Vino della Pace "Daleb Fo"	963		Italy	Friuli-Venezia Giulia	Red wine
9524	200 Monges Reserva Especial	3255		Spain	Rioja	Red wine
4731	Cépage Chardonnay	2138		France	Jura	White wine
5823	Pian del Ciampolo	857		Italy	Tuscany	Red wine
1334	Beaune 1er Cru "Vignes Franches"	731		France	Burgundy	Red wine
1981	Arbois Chardonnay "Les Graviers"	2139		France	Jura	White wine
7445	Santenay "La Comme"	1217		France	Burgundy	White wine
6323	Unreadable Label	2632		France	Bordeaux	Red wine
10335	Pinot Noir "And Friends"	3924		Austria	Niederösterreich	Red wine
1094	Riesling Trocken "Dürkheimer Michelsberg - Alte Reben"	624		Germany	Pfalz	White wine
6660	Pernand-Vergelesses 1er Cru "Les Vergelesses"	458		France	Burgundy	Red wine
6559	Gouden Carolus	2705		Belgium	Belgium	Others
9538	La Réserve du Général	2		France	Bordeaux	Red wine
2511	Vintage Blanc de Noirs Pas Dosé 1er Cru "L'Astre"	1401		France	Champagne	Sparkling wine
1455	Riesling GG "Röttgen"	785		Germany	Mosel	White wine
7796	Vintage Brut Nature Grand Cru	1584		France	Champagne	Sparkling wine
2228	Malbec "Lujan de Cuyo"	1160		Argentina	Mendoza	Red wine
5193	Extra Brut La Côte en Bosses	2168		France	Champagne	Sparkling wine
9465	Bourgogne Rouge "Cuvée Latour"	123		France	Burgundy	Red wine
4244	Morellino di Scansano Riserva "Poggio Valente"	3239		Italy	Tuscany	Red wine
8462	Blanc de Blancs 1er Cru "Sélection"	2205		France	Champagne	Sparkling wine
7563	Magia "Gutturnio Frizzante"	3016		Italy	Emilia-Romagna	Red wine
8947	Pinot Noir "Reed"	3445		United States	California	Red wine
8000	Don Maximiano "Founder's Reserve"	174		Chile	Maipo Valley	Red wine
8091	Grüner Veltliner "Wiege"	2719		Austria	Weinviertel	White wine
2748	Brut "Cuvée 734 DT"	756		France	Champagne	Sparkling wine
2777	Vintage Grand Cru "Cuvée l'Ancienne"	1378		France	Champagne	Sparkling wine
3293	Rouge "En Plein Air!"	1541		France	Vin de France	Red wine
1540	Cote-Rotie "Cuvee du Plessy"	811		France	Rhone	Red wine
4346	Brut "Cuvée 740"	756		France	Champagne	Sparkling wine
1116	Evoluzione "1 di Tre"	635		Italy	Tuscany	Red wine
10219	Brut Nature 1er Cru	3895		France	Champagne	Sparkling wine
10084	Cabernet Sauvignon "Brothers Ridge"	3856		United States	California	Red wine
3123	Clos del Portal "Negre De Negres"	1513		Spain	Catalonia	Red wine
3994	Vintage Chardonnay Brut	1874		South Africa	Western Cape	Sparkling wine
4523	Barbaresco "Rocche Massalupo"	2052		Italy	Piemonte	Red wine
8522	Blauburgunder	3331		Italy	Trentino-Alto Adige	Red wine
1578	Riesling Reserve "Gaisberg"	833		Austria	Kamptal	White wine
5858	Ruby Vintage Port "Quinta do Panascal"	270		Portugal	Douro	Port
3223	Bonnes-Mares	1225		France	Burgundy	Red wine
7611	Gevrey Chambertin "La Justice"	464		France	Burgundy	Red wine
2821	Riesling Spätlese "Scharzhofberger"	654		Germany	Mosel	White wine
6333	Rioja Gran Reserva "Prado Enea"	56		Spain	Rioja	Red wine
8488	Lamothe Bergeron	3308		France	Bordeaux	Red wine
1184	Barolo "No Name"	670		Italy	Piemonte	Red wine
4377	Nebbiolo "Madera 5"	3675		Mexico	Baja California	Red wine
6589	Mencia "Selección Familiar"	2722		Spain	Castilla y León	Red wine
3738	Toscana Rosso	1757		Italy	Tuscany	Red wine
9624	Beaujolais-Villages	3657		France	Beaujolais	Red wine
1903	Rioja Blanc "Predicador"	2323		Spain	Rioja	White wine
4246	Carmignano Riserva	1956		Italy	Tuscany	Red wine
8757	Chateauneuf-du-Pape "Cuvée du Vatican"	3391		France	Rhone	Red wine
5683	Vintage "Les Clos Pompadour"	863		France	Champagne	Sparkling wine
8813	Pinot Noir "Seven Springs"	3417		United States	Oregon	Red wine
8762	Crozes-Hermitage "Les Hauts du Fief"	3394		France	Rhone	Red wine
6275	Syrah "Atlantis - Fe2O3-1a"	2170		United States	California	Red wine
3363	Chateauneuf-du-Pape "Les Olivets"	195		France	Rhone	Red wine
9232	Shiraz "Padthaway"	3546		Australia	South Australia	Red wine
5065	La Grande Rue Grand Cru	460		France	Burgundy	Red wine
9212	Brescou "Prestige Rouge"	3533		France	Vin de Pays	Red wine
6058	Riesling GG "Juffer"	469		Germany	Mosel	White wine
10331	Pinot Noir "Cancilla Vineyard"	3923		United States	Oregon	Red wine
5908	du Glana	2491		France	Bordeaux	Red wine
5433	L'incomprise	2346		France	Burgundy	White wine
5814	Ripasso "Il Bugiards"	2449		Italy	Veneto	Red wine
5111	Vintage Rosé "Belle Epoque"	1324		France	Champagne	Sparkling wine
9532	Grand-Puy-Lacoste "Saint Guirons"	2585		France	Bordeaux	Red wine
3232	Riesling Trocken GG "Berg Kaisersteinfels"	106		Germany	Rheingau	White wine
3513	Obi Wine Keno Bulle	1674		France	Alsace	Sparkling wine
4594	Vino Bianco "Pratto"	2076		Italy	Lombardy	White wine
7307	Sous le cerisier	2965		France	Jura	White wine
3516	Langhe Nebbiolo "Costa Russi"	147		Italy	Piemonte	Red wine
9104	La Gravette de Certan	3110		France	Bordeaux	Red wine
8833	Chardonnay "Vine Hill Vineyard"	3370		United States	California	White wine
9190	Pinot Noir "Wallamette Valley"	3520		United States	Oregon	Red wine
7466	Le Corton Grand Cru	2210		France	Burgundy	Red wine
7400	Savigny Aux Serpentières	2978		France	Burgundy	Red wine
6988	Cornas "Cuvée Casimir Balthazar"	1194		France	Rhone	Red wine
5174	Pedro Ximenez Solera 1927	2258		Spain	Andalucia	Sweet wine
4193	Riesling -R- "Halenberg"	1578		Germany	Nahe	White wine
7359	"UNICO"	1901		Spain	Castilla y León	Red wine
1104	Ribera del Duero Red	627		Spain	Castilla y León	Red wine
7949	Katinka "Noble Late Harvest"	3166		Hungary	Tokaj	Sweet wine
7024	Landiras	2884		France	Bordeaux	Red wine
8480	Rioja	3302		Spain	Rioja	Red wine
8539	Vintage Grand Cru "Cuvée MAXIME"	2529		France	Champagne	Sparkling wine
3647	Kirchberg de Barr	1710		France	Alsace	White wine
6013	Côte du Rhône "Khayyam"	1656		France	Rhone	Red wine
5489	Vintage "Amadou Sow Collection"	690		France	Champagne	Sparkling wine
7160	Grasa de Cotnari	2920		Romania	Romania	White wine
1165	Sardon	20		Spain	Castilla y León	Red wine
1769	La Mission Haut-Brion	918		France	Bordeaux	Red wine
9702	Chardonnay "The Meadows Vineyard"	1677		United States	California	White wine
610	Barolo "Cerrati - Vigna Cucco"	342		Italy	Piemonte	Red wine
1407	Vintage Grand Cru "Fut de Chene"	764		France	Champagne	Sparkling wine
6301	Monthelie 1er Cru Le Clou Des Chênes	2346		France	Burgundy	Red wine
7521	Pinot Gris "Rangen de Thann Clos Saint Urbain"	235		France	Alsace	White wine
7826	Cheverny-Louis de la Saussaye	1545		France	Loire	Red wine
1430	Pavie	465	St Emilion	France	Bordeaux	Red wine
9547	Arbois Rouge "La Capitaine"	3093		France	Jura	Red wine
5113	Pingus	6		Spain	Castilla y León	Red wine
7967	Chateau de Cayx "Cuvée les Aquarelles"	237		France	South West France	Red wine
9362	Brut "Ace of Spades Gold"	3597		France	Champagne	Sparkling wine
6147	Zantho - St. Laurent	2573		Austria	Burgenland	Red wine
532	Ruby Vintage Port "Fonseca Guimaraens"	270		Portugal	Douro	Port
